"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value","Flag and Footnotes"
"2008","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Education","Tonne","144,241.68",""
"2008","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Human health and social work activities","Tonne","528,382.9",""
"2008","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Arts, entertainment and recreation","Tonne","132,273.53",""
"2008","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Other service activities","Tonne","147,367.83",""
"2008","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","0",""
"2008","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of extraterritorial organisations and bodies","Tonne","39.14",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Total - all NACE activities","Tonne","549,915,003.18",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Agriculture, forestry and fishing","Tonne","47,585,830.48",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Mining and quarrying","Tonne","27,995,807.38",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Manufacturing","Tonne","107,198,020.09",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Electricity, gas, steam and air conditioning supply","Tonne","181,931,429.61",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Water supply; sewerage, waste management and remediation activities","Tonne","40,225,368.54",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Construction","Tonne","13,125,143.35",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","12,137,497.07",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Transportation and storage","Tonne","90,168,448.98",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Accommodation and food service activities","Tonne","3,462,911.62",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Information and communication","Tonne","1,444,800.06",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Financial and insurance activities","Tonne","16,818.73",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Real estate activities","Tonne","764,073.05",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Professional, scientific and technical activities","Tonne","2,317,786.29",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Administrative and support service activities","Tonne","2,933,009.54",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Public administration and defence; compulsory social security","Tonne","7,111,104.21",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Education","Tonne","3,564,671.76",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Human health and social work activities","Tonne","4,941,384.53",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Arts, entertainment and recreation","Tonne","1,471,230.01",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Other service activities","Tonne","1,415,332.89",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","104,334.98",""
"2008","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of extraterritorial organisations and bodies","Tonne","0",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Total - all NACE activities","Tonne","4,725,520.44",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Agriculture, forestry and fishing","Tonne","925,178.67",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Mining and quarrying","Tonne","954.94",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Manufacturing","Tonne","1,921,978.28",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Electricity, gas, steam and air conditioning supply","Tonne","6,549.56",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Water supply; sewerage, waste management and remediation activities","Tonne","305,406.45",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Construction","Tonne","257,254.9",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","33,379.74",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Transportation and storage","Tonne","1,229,744.54",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Accommodation and food service activities","Tonne","3,265.79",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Information and communication","Tonne","3,841.11",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Financial and insurance activities","Tonne","4,010.75",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Real estate activities","Tonne","4,001.62",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Professional, scientific and technical activities","Tonne","5,453.37",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Administrative and support service activities","Tonne","11,709.87",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Public administration and defence; compulsory social security","Tonne","6,252.94",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Education","Tonne","768.24",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Human health and social work activities","Tonne","2,258.29",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Arts, entertainment and recreation","Tonne","1,507.16",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Other service activities","Tonne","1,858.14",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","0",""
"2008","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of extraterritorial organisations and bodies","Tonne","146.09",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Total - all NACE activities","Tonne","62,214,263.74",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Agriculture, forestry and fishing","Tonne","6,205,537.51",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Mining and quarrying","Tonne","15,614,157.36",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Manufacturing","Tonne","13,560,776.77",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Electricity, gas, steam and air conditioning supply","Tonne","860,124.99",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Water supply; sewerage, waste management and remediation activities","Tonne","1,300,636.99",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Construction","Tonne","807,541.02",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","525,239.45",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Transportation and storage","Tonne","22,154,946.15",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Accommodation and food service activities","Tonne","77,396.46",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Information and communication","Tonne","26,315.66",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Financial and insurance activities","Tonne","91,273.72",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Real estate activities","Tonne","36,385.47",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Professional, scientific and technical activities","Tonne","0",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Administrative and support service activities","Tonne","0",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Public administration and defence; compulsory social security","Tonne","274,178.07",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Education","Tonne","76,603.96",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Human health and social work activities","Tonne","290,503.18",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Arts, entertainment and recreation","Tonne","0",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Other service activities","Tonne","312,646.98",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","0",""
"2008","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of extraterritorial organisations and bodies","Tonne","0",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Total - all NACE activities","Tonne","35,460,885.39",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Agriculture, forestry and fishing","Tonne","6,949,116.47",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Mining and quarrying","Tonne","76,649.15",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Manufacturing","Tonne","9,236,460.16",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Electricity, gas, steam and air conditioning supply","Tonne","797,621.14",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Water supply; sewerage, waste management and remediation activities","Tonne","3,219,544.79",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Construction","Tonne","1,185,650.29",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","1,893,280.21",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Transportation and storage","Tonne","6,873,573.3",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Accommodation and food service activities","Tonne","858,106.01",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Information and communication","Tonne","177,518.03",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Financial and insurance activities","Tonne","346,205.44",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Real estate activities","Tonne","202,093.37",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Professional, scientific and technical activities","Tonne","536,509.37",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Administrative and support service activities","Tonne","267,881.33",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Public administration and defence; compulsory social security","Tonne","1,457,111.32",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Education","Tonne","81,433.41",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Human health and social work activities","Tonne","872,641.51",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Arts, entertainment and recreation","Tonne","143,799.91",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Other service activities","Tonne","285,690.18",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","0",""
"2008","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of extraterritorial organisations and bodies","Tonne","0",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Total - all NACE activities","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Agriculture, forestry and fishing","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Mining and quarrying","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Manufacturing","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Construction","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Transportation and storage","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Accommodation and food service activities","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Information and communication","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Financial and insurance activities","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Real estate activities","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Professional, scientific and technical activities","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Administrative and support service activities","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Public administration and defence; compulsory social security","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Education","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Human health and social work activities","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Arts, entertainment and recreation","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Other service activities","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2008","Serbia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Total - all NACE activities","Tonne","308,294,604.45",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Agriculture, forestry and fishing","Tonne","55,211,435.97",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Mining and quarrying","Tonne","6,745,298.14",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Manufacturing","Tonne","84,753,347.09",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Electricity, gas, steam and air conditioning supply","Tonne","116,970,918.83",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Water supply; sewerage, waste management and remediation activities","Tonne","17,728,109.29",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Construction","Tonne","5,353,447.09",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","748,842.95",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Transportation and storage","Tonne","18,913,233.42",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Accommodation and food service activities","Tonne","37,886.12",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Information and communication","Tonne","64,132.79",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Financial and insurance activities","Tonne","90,610.4",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Real estate activities","Tonne","59,516.55",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Professional, scientific and technical activities","Tonne","154,277.28",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Administrative and support service activities","Tonne","1,145,065.17",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Public administration and defence; compulsory social security","Tonne","61,684.74",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Education","Tonne","57,439.73",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Human health and social work activities","Tonne","63,931.92",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Arts, entertainment and recreation","Tonne","21,881.29",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Other service activities","Tonne","113,545.67",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","0",""
"2008","Turkey","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of extraterritorial organisations and bodies","Tonne","0",""
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Total - all NACE activities","Tonne","3,837,824,858.85","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Agriculture, forestry and fishing","Tonne","518,810,229.71","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Mining and quarrying","Tonne","96,647,473.53","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Manufacturing","Tonne","893,485,108.68","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Electricity, gas, steam and air conditioning supply","Tonne","1,282,557,608.13","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Water supply; sewerage, waste management and remediation activities","Tonne","198,054,927.9","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Construction","Tonne","60,910,409.84","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","83,054,208.16","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Transportation and storage","Tonne","510,896,402.8","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Accommodation and food service activities","Tonne","19,509,857.51","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Information and communication","Tonne","9,452,075.37","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Financial and insurance activities","Tonne","9,791,283.81","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Real estate activities","Tonne","6,602,228.98","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Professional, scientific and technical activities","Tonne","20,234,504.9","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Administrative and support service activities","Tonne","20,647,590.2","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Public administration and defence; compulsory social security","Tonne","36,529,349.22","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Education","Tonne","19,675,216.82","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Human health and social work activities","Tonne","30,385,315.66","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Arts, entertainment and recreation","Tonne","8,608,565.83","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Other service activities","Tonne","11,734,329.98","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","238,149.68","s"
"2009","European Union - 28 countries","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of extraterritorial organisations and bodies","Tonne","22.14","s"
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Total - all NACE activities","Tonne","92,803,562.63",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Agriculture, forestry and fishing","Tonne","12,412,565.25",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Mining and quarrying","Tonne","668,565.79",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Manufacturing","Tonne","33,517,975.23",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Electricity, gas, steam and air conditioning supply","Tonne","21,465,098.05",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Water supply; sewerage, waste management and remediation activities","Tonne","2,973,817.68",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Construction","Tonne","2,238,222.11",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne","2,445,797.34",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Transportation and storage","Tonne","9,922,734.78",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Accommodation and food service activities","Tonne","532,218.56",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Information and communication","Tonne","304,579.01",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Financial and insurance activities","Tonne","290,994.07",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Real estate activities","Tonne","145,766.47",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Professional, scientific and technical activities","Tonne","956,388",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Administrative and support service activities","Tonne","1,101,775.77",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Public administration and defence; compulsory social security","Tonne","1,463,558.6",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Education","Tonne","742,671.6",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Human health and social work activities","Tonne","962,271.18",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Arts, entertainment and recreation","Tonne","222,071.13",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Other service activities","Tonne","402,280.35",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne","34,211.65",""
"2009","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent)","Activities of extraterritorial organisations and bodies","Tonne","0",""
