"TIME","GEO","ANIMALS","MONTH","UNIT","Value","Flag and Footnotes"
"2016","Schweiz","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.560,09",""
"2016","Montenegro","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","89,00","p"
"2016","Nordmazedonien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","255,00",""
"2016","Albanien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","496,99","p"
"2016","Serbien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","893,00",""
"2016","Türkei","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","14.222,23","p"
"2016","Bosnien und Herzegowina","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","455,00","e"
"2016","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","264,97",""
"2017","Europäische Union - 28 Länder","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","88.818,84",""
"2017","Europäische Union - 27 Länder (2007-2013)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","88.367,84",""
"2017","Europäische Union - 25 Länder (2004-2006)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","85.803,82",""
"2017","Europäische Union - 15 Länder (1995-2004)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","75.197,48",""
"2017","Belgien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","2.385,99",""
"2017","Bulgarien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","552,92","p"
"2017","Tschechien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.366,36",""
"2017","Dänemark","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.558,00",""
"2017","Deutschland (bis 1990 früheres Gebiet der BRD)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","12.281,20",""
"2017","Estland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","250,90",""
"2017","Irland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","6.673,59",""
"2017","Griechenland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","556,00",""
"2017","Spanien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","6.465,75",""
"2017","Frankreich","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","18.975,48",""
"2017","Kroatien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","451,00",""
"2017","Italien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","6.349,81",""
"2017","Zypern","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","67,03",""
"2017","Lettland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","405,82",""
"2017","Litauen","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","676,90",""
"2017","Luxemburg","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","198,07",""
"2017","Ungarn","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","870,00",""
"2017","Malta","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","14,18",""
"2017","Niederlande","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","4.030,00",""
"2017","Österreich","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.943,48",""
"2017","Polen","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","6.035,70",""
"2017","Portugal","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.670,02",""
"2017","Rumänien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","2.011,10",""
"2017","Slowenien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","479,61",""
"2017","Slowakei","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","439,83",""
"2017","Finnland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","874,52",""
"2017","Schweden","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.448,59",""
"2017","Vereinigtes Königreich","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","9.787,00",""
"2017","Island","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","80,90",""
"2017","Schweiz","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.560,73",""
"2017","Montenegro","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","87,00","p"
"2017","Nordmazedonien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","255,00",""
"2017","Albanien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","475,22",""
"2017","Serbien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","899,00",""
"2017","Türkei","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","16.105,03","p"
"2017","Bosnien und Herzegowina","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","445,00","e"
"2017","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","259,73",""
"2018","Europäische Union - 28 Länder","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","87.400,29",""
"2018","Europäische Union - 27 Länder (2007-2013)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","86.986,29",""
"2018","Europäische Union - 25 Länder (2004-2006)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","84.466,98",""
"2018","Europäische Union - 15 Länder (1995-2004)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","73.732,10",""
"2018","Belgien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","2.398,09",""
"2018","Bulgarien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","542,12",""
"2018","Tschechien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.365,24",""
"2018","Dänemark","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.530,00",""
"2018","Deutschland (bis 1990 früheres Gebiet der BRD)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","11.949,09",""
"2018","Estland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","251,90",""
"2018","Irland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","6.593,49",""
"2018","Griechenland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","542,00",""
"2018","Spanien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","6.510,59","p"
"2018","Frankreich","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","18.563,23","p"
"2018","Kroatien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","414,00","b"
"2018","Italien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","6.311,16",""
"2018","Zypern","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","70,82",""
"2018","Lettland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","395,33",""
"2018","Litauen","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","653,50",""
"2018","Luxemburg","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","194,39",""
"2018","Ungarn","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","885,00",""
"2018","Malta","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","14,12",""
"2018","Niederlande","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","3.690,00",""
"2018","Österreich","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.912,81",""
"2018","Polen","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","6.183,30",""
"2018","Portugal","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.632,42",""
"2018","Rumänien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.977,20",""
"2018","Slowenien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","476,81",""
"2018","Slowakei","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","438,86",""
"2018","Finnland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","859,38",""
"2018","Schweden","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.435,45",""
"2018","Vereinigtes Königreich","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","9.610,00",""
"2018","Island","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","81,40",""
"2018","Schweiz","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","1.540,24",""
"2018","Montenegro","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","83,30","p"
"2018","Nordmazedonien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","256,00",""
"2018","Albanien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","467,32",""
"2018","Serbien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","878,00",""
"2018","Türkei","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","17.220,90","p"
"2018","Bosnien und Herzegowina","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","438,00",""
"2018","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)","258,66",""
"2019","Europäische Union - 28 Länder","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Europäische Union - 27 Länder (2007-2013)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Europäische Union - 25 Länder (2004-2006)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Europäische Union - 15 Länder (1995-2004)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Belgien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Bulgarien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Tschechien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Dänemark","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Deutschland (bis 1990 früheres Gebiet der BRD)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Estland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Irland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Griechenland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Spanien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Frankreich","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Kroatien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Italien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Zypern","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Lettland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Litauen","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Luxemburg","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Ungarn","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Malta","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Niederlande","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Österreich","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Polen","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Portugal","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Rumänien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Slowenien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Slowakei","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Finnland","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Schweden","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Vereinigtes Königreich","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Island","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Schweiz","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Montenegro","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Nordmazedonien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Albanien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Serbien","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Türkei","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Bosnien und Herzegowina","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
"2019","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Lebende Rinder","Dezember","Tausend Köpfe (Tiere)",":",""
